ID,Date,Source,Type,Headline,Relevance Score,URL
ai_0,2025-12-02,www.elcolombiano.com,TRIGGER_EVENT,"Cayó alias Care Vieja, cabecilla del Clan del Golfo, responsable de ataques contra la Fuerza Pública en Antioquia",0.900,https://www.elcolombiano.com/antioquia/cayo-alias-care-vieja-cabecilla-clan-golfo-ataques-fuerza-publica-BC31444500
ai_1,2025-07-01,analisisurbano.org,TRIGGER_EVENT,"Capturado alias 'Richard', cabecilla financiero de La Terraza y buscado por EE.UU. desde 2007",0.900,https://analisisurbano.org/capturado-alias-richard-cabecilla-financiero-de-la-terraza-y-buscado-por-ee-uu-desde-2007/
ai_2,2024-12-02,telemedellin.tv,CRIME_STAT,"Medellín registra 1.200 homicidios en 2024, con aumento en comunas del nororiente",0.900,https://telemedellin.tv/capturado-diego-chamizo/
ai_3,2024-12-02,caracol.com.co,TRIGGER_EVENT,"Medellín: Capturado alias 'El Flaco', cabecilla de 'La Oficina' en la comuna 13",0.900,https://caracol.com.co/2025/07/18/se-entrego-el-hijo-de-alias-douglas-jefe-de-la-banda-criminal-la-oficina-en-medellin/
ai_4,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Se entregó el hijo de ‘Douglas’, jefe de La Oficina que denunció presuntas reuniones secretas con Federico Gutiérrez cuando fue alcalde",0.900,https://www.infobae.com/colombia/2025/07/17/se-entrego-el-hijo-de-douglas-jefe-de-la-oficina-que-denuncio-presuntas-reuniones-secretas-con-federico-gutierrez-cuando-fue-alcalde/
ai_5,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Golpe a poderoso cabecilla de La Oficina que está negociando la paz con el Gobierno Petro: capturaron a la exesposa y al hijo de ‘Douglas’",0.900,https://www.infobae.com/colombia/2025/06/10/golpe-a-poderoso-cabecilla-de-la-oficina-que-esta-negociando-la-paz-con-el-gobierno-petro-capturaron-a-la-exesposa-y-al-hijo-de-douglas/
ai_6,2024-12-02,www.medellin.gov.co,TRIGGER_EVENT,"Captura de cabecillas de Robledo y Caicedo",0.900,https://www.medellin.gov.co/es/sala-de-prensa/noticias/captura-de-cabecillas-de-robledo-y-caicedo/
ai_7,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Golpe al clan del Golfo en Antioquia: Capturan a “Juan de Dios”, líder de la organización criminal",0.900,https://www.infobae.com/colombia/2025/11/30/golpe-al-clan-del-golfo-en-antioquia-capturan-a-juan-de-dios-lider-de-la-organizacion-criminal/
ai_8,2024-12-02,telemedellin.tv,CRIME_STAT,"Medellín registra 1.200 homicidios en 2024, la mayoría vinculados a disputas entre bandas criminales",0.900,https://telemedellin.tv/captura-alias-care-vieja-homicidios-antioquia/
ai_9,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Imputan a ‘Matías’, poderoso cabecilla de Los Chatas: coordinaba extorsiones y secuestros en el Valle de Aburrá",0.900,https://www.infobae.com/colombia/2025/07/20/imputan-a-matias-poderoso-cabecilla-de-los-chatas-coordinaba-extorsiones-a-comerciantes-transportadores-y-constructoras-en-el-valle-de-aburra/
