ID,Date,Source,Type,Headline,Relevance Score,URL
ai_0,2025-12-02,www.elcolombiano.com,TRIGGER_EVENT,"Cayó alias Care Vieja, cabecilla del Clan del Golfo, responsable de ataques contra la Fuerza Pública en Antioquia",0.9,https://www.elcolombiano.com/antioquia/cayo-alias-care-vieja-cabecilla-clan-golfo-ataques-fuerza-publica-BC31444500
ai_1,2025-06-09,www.elcolombiano.com,TRIGGER_EVENT,"Capturaron a alias Yordi, presunto cabecilla de La Terraza, y a familiares de alias Douglas",0.9,https://www.elcolombiano.com/medellin/capturaron-a-alias-yordi-presunto-cabecilla-de-la-terraza-y-a-familiares-de-alias-douglas-FG27650713
ai_2,2024-12-02,caracol.com.co,TRIGGER_EVENT,"Medellín: Capturado alias 'El Negro', presunto cabecilla de 'La Oficina'",0.9,https://caracol.com.co/2025/07/18/se-entrego-el-hijo-de-alias-douglas-jefe-de-la-banda-criminal-la-oficina-en-medellin/
ai_3,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Alias Yordi, presunto cabecilla de La Terraza, quedó en libertad por falta de pruebas",0.9,https://www.infobae.com/colombia/2025/06/19/alias-yordi-presunto-cabecilla-de-la-terraza-quedo-en-libertad-por-falta-de-pruebas/
ai_4,2024-12-02,www.medellin.gov.co,TRIGGER_EVENT,Captura de cabecillas de Robledo y Caicedo,0.9,https://www.medellin.gov.co/es/sala-de-prensa/noticias/captura-de-cabecillas-de-robledo-y-caicedo/
ai_5,2024-12-02,elmetro.co,TRIGGER_EVENT,"Hijo de alias ""Douglas"", cabecilla de “La Oficina”, se entregó a las autoridades en Medellín",0.9,https://elmetro.co/hijo-alias-douglas-cabecilla-de-la-oficina-se-entrego/
ai_6,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Golpe al clan del Golfo en Antioquia: Capturan a “Juan de Dios”, líder de la organización criminal",0.9,https://www.infobae.com/colombia/2025/11/30/golpe-al-clan-del-golfo-en-antioquia-capturan-a-juan-de-dios-lider-de-la-organizacion-criminal/
ai_7,2024-12-02,qhubomedellin.com,TRIGGER_EVENT,"Cayó alias Juan de Dios, presunto extorsionista del Clan del Golfo",0.9,https://qhubomedellin.com/actualidad/local/orden-publico/captura-alias-juan-de-dios-clan-del-golfo-AJ31382299
ai_8,2024-12-02,www.infobae.com,TRIGGER_EVENT,Integrantes de Los Chatas a la cárcel: serían los culpables de homicidio y tráfico de estupefacientes,0.9,https://www.infobae.com/colombia/2025/06/18/integrantes-de-los-chatas-a-la-carcel-serian-los-culpables-de-homicidio-y-trafico-de-estupefacientes/
ai_9,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Imputan a ‘Matías’, poderoso cabecilla de Los Chatas: coordinaba extorsiones y secuestros en el Valle de Aburrá",0.9,https://www.infobae.com/colombia/2025/07/20/imputan-a-matias-poderoso-cabecilla-de-los-chatas-coordinaba-extorsiones-a-comerciantes-transportadores-y-constructoras-en-el-valle-de-aburra/
ai_10,2024-12-02,coosmovision.com,TRIGGER_EVENT,"Capturado el presunto jefe de los Pachelly en Doradal Antioquia, mientras realizaba una fiesta para celebrar su cumpleaños",0.9,https://coosmovision.com/capturado-el-presunto-jefe-de-los-pachelly-en-doradal-antioquia-mientras-realizaba-una-fiesta-para-celebrar-su-cumpleanos/73/
ai_11,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Cayó alias Richard, cabecilla financiero de La Terraza, en Bello, Antioquia: le incautaron un libro con registros contables por más de $1.000 millones",0.9,https://www.infobae.com/colombia/2025/07/10/cayo-alias-richard-cabecilla-financiero-de-la-terraza-en-bello-antioquia-le-incautaron-un-libro-con-registros-contables-por-mas-de-1000-millones/
ai_12,2024-12-02,www.infobae.com,TRIGGER_EVENT,El vínculo entre santería y estructuras criminales reapareció con la captura del jefe de sicarios de La Terraza,0.9,https://www.infobae.com/colombia/2025/06/22/el-vinculo-entre-santeria-y-estructuras-criminales-reaparecio-con-la-captura-del-jefe-de-sicarios-de-la-terraza/
ai_13,2024-12-02,caracol.com.co,TRIGGER_EVENT,Medellín: Capturan a presunto cabecilla de 'La Oficina' en la comuna 13,0.9,https://caracol.com.co/2025/06/12/en-armenia-fue-capturado-alias-yordi-uno-de-los-capos-de-banda-criminal-la-terraza-de-medellin/
ai_14,2025-12-01,www.alertapaisa.com,TRIGGER_EVENT,Suroeste: Cayeron 5 del Clan del Golfo señalados de extorsionar caficultores con cobros de hasta $34 millones,0.8,https://www.alertapaisa.com/noticias/antioquia/suroeste-cayeron-5-del-clan-del-golfo-senalados-de-extorsionar-caficultores-con-cobros-de-hasta-34-millones
ai_15,2025-11-26,focusnoticias.com,TRIGGER_EVENT,Fuerte golpe contra el Clan del Golfo: 10 capturados y poderoso arsenal incautado,0.8,https://focusnoticias.com/fuerte-golpe-contra-el-clan-del-golfo/
ai_16,2024-12-02,www.infobae.com,TRIGGER_EVENT,"Se entregó el hijo de ‘Douglas’, jefe de La Oficina que denunció presuntas reuniones secretas con Federico Gutiérrez cuando fue alcalde",0.8,https://www.infobae.com/colombia/2025/07/17/se-entrego-el-hijo-de-douglas-jefe-de-la-oficina-que-denuncio-presuntas-reuniones-secretas-con-federico-gutierrez-cuando-fue-alcalde/
ai_17,2023-02-23,www.elcolombiano.com,TRIGGER_EVENT,"Cayó cabecilla de Pachelly, señalado de homicidios y extorsión",0.8,https://www.elcolombiano.com/antioquia/capturaron-a-cabecilla-de-pachelly-alias-vargas-MH20502952
ai_18,2024-12-02,telemedellin.tv,TRIGGER_EVENT,Capturan a alias 'Care Vieja' responsable de varios homicidios en Antioquia,0.7,https://telemedellin.tv/captura-alias-care-vieja-homicidios-antioquia/
ai_19,2024-12-02,www.alertapaisa.com,CRIME_STAT,Los Chatas : Últimas Noticias de Los Chatas - Fotos y Videos,0.7,https://www.alertapaisa.com/temas/los-chatas
ai_20,2024-12-02,eldoradoradio.cundinamarca.gov.co,TRIGGER_EVENT,"Golpe a bandas delincuenciales en Medellín y Bello, capturan integrantes de ‘Los Chatas’ y ‘Las Independencias’",0.7,https://eldoradoradio.cundinamarca.gov.co/noticias/golpe-a-bandas-delincuenciales-en-medellin-y-bello-capturan-integrantes-de-los-chatas-y-las-independencias/
